Market,DealerCode,MLI,Month,Qty,Revenue
FR,D05271,6271,4,22,2200
HU,D05272,6272,5,23,2300
NL,D05273,6273,6,24,2400
DE,D05274,6274,7,25,2500
FR,D05275,6275,8,26,2600
HU,D05276,6276,9,27,2700
NL,D05277,6277,10,28,2800
DE,D05278,6278,11,29,2900
FR,D05279,6279,12,30,3000
HU,D05280,6280,1,31,3100
NL,D05281,6281,2,32,3200
DE,D05282,6282,3,33,3300
FR,D05283,6283,4,34,3400
HU,D05284,6284,5,35,3500
NL,D05285,6285,6,36,3600
DE,D05286,6286,7,37,3700
FR,D05287,6287,8,38,3800
HU,D05288,6288,9,39,3900
NL,D05289,6289,10,40,4000
DE,D05290,6290,11,41,4100
FR,D05291,6291,12,42,4200
HU,D05292,6292,1,43,4300
NL,D05293,6293,2,44,4400
DE,D05294,6294,3,45,4500
FR,D05295,6295,4,46,4600
HU,D05296,6296,5,47,4700
NL,D05297,6297,6,48,4800
DE,D05298,6298,7,49,4900
FR,D05299,6299,8,50,5000
HU,D05300,6300,9,1,100
NL,D05301,6301,10,2,200
DE,D05302,6302,11,3,300
FR,D05303,6303,12,4,400
HU,D05304,6304,1,5,500
NL,D05305,6305,2,6,600
DE,D05306,6306,3,7,700
FR,D05307,6307,4,8,800
HU,D05308,6308,5,9,900
NL,D05309,6309,6,10,1000
DE,D05310,6310,7,11,1100
FR,D05311,6311,8,12,1200
HU,D05312,6312,9,13,1300
NL,D05313,6313,10,14,1400
DE,D05314,6314,11,15,1500
FR,D05315,6315,12,16,1600
HU,D05316,6316,1,17,1700
NL,D05317,6317,2,18,1800
DE,D05318,6318,3,19,1900
FR,D05319,6319,4,20,2000
HU,D05320,6320,5,21,2100
NL,D05321,6321,6,22,2200
DE,D05322,6322,7,23,2300
FR,D05323,6323,8,24,2400
HU,D05324,6324,9,25,2500
NL,D05325,6325,10,26,2600
DE,D05326,6326,11,27,2700
FR,D05327,6327,12,28,2800
HU,D05328,6328,1,29,2900
NL,D05329,6329,2,30,3000
DE,D05330,6330,3,31,3100
FR,D05331,6331,4,32,3200
HU,D05332,6332,5,33,3300
NL,D05333,6333,6,34,3400
DE,D05334,6334,7,35,3500
FR,D05335,6335,8,36,3600
HU,D05336,6336,9,37,3700
NL,D05337,6337,10,38,3800
DE,D05338,6338,11,39,3900
FR,D05339,6339,12,40,4000
HU,D05340,6340,1,41,4100
NL,D05341,6341,2,42,4200
DE,D05342,6342,3,43,4300
FR,D05343,6343,4,44,4400
HU,D05344,6344,5,45,4500
NL,D05345,6345,6,46,4600
DE,D05346,6346,7,47,4700
FR,D05347,6347,8,48,4800
HU,D05348,6348,9,49,4900
NL,D05349,6349,10,50,5000
DE,D05350,6350,11,1,100
FR,D05351,6351,12,2,200
HU,D05352,6352,1,3,300
NL,D05353,6353,2,4,400
DE,D05354,6354,3,5,500
FR,D05355,6355,4,6,600
HU,D05356,6356,5,7,700
NL,D05357,6357,6,8,800
DE,D05358,6358,7,9,900
FR,D05359,6359,8,10,1000
HU,D05360,6360,9,11,1100
NL,D05361,6361,10,12,1200
DE,D05362,6362,11,13,1300
FR,D05363,6363,12,14,1400
HU,D05364,6364,1,15,1500
NL,D05365,6365,2,16,1600
DE,D05366,6366,3,17,1700
FR,D05367,6367,4,18,1800
HU,D05368,6368,5,19,1900
NL,D05369,6369,6,20,2000
DE,D05370,6370,7,21,2100
FR,D05371,6371,8,22,2200
HU,D05372,6372,9,23,2300
NL,D05373,6373,10,24,2400
DE,D05374,6374,11,25,2500
FR,D05375,6375,12,26,2600
HU,D05376,6376,1,27,2700
NL,D05377,6377,2,28,2800
DE,D05378,6378,3,29,2900
FR,D05379,6379,4,30,3000
HU,D05380,6380,5,31,3100
NL,D05381,6381,6,32,3200
DE,D05382,6382,7,33,3300
FR,D05383,6383,8,34,3400
HU,D05384,6384,9,35,3500
NL,D05385,6385,10,36,3600
DE,D05386,6386,11,37,3700
FR,D05387,6387,12,38,3800
HU,D05388,6388,1,39,3900
NL,D05389,6389,2,40,4000
DE,D05390,6390,3,41,4100
FR,D05391,6391,4,42,4200
HU,D05392,6392,5,43,4300
NL,D05393,6393,6,44,4400
DE,D05394,6394,7,45,4500
FR,D05395,6395,8,46,4600
HU,D05396,6396,9,47,4700
NL,D05397,6397,10,48,4800
DE,D05398,6398,11,49,4900
FR,D05399,6399,12,50,5000
HU,D05400,6400,1,1,100
NL,D05401,6401,2,2,200
DE,D05402,6402,3,3,300
FR,D05403,6403,4,4,400
HU,D05404,6404,5,5,500
NL,D05405,6405,6,6,600
DE,D05406,6406,7,7,700
FR,D05407,6407,8,8,800
HU,D05408,6408,9,9,900
NL,D05409,6409,10,10,1000
DE,D05410,6410,11,11,1100
FR,D05411,6411,12,12,1200
HU,D05412,6412,1,13,1300
NL,D05413,6413,2,14,1400
DE,D05414,6414,3,15,1500
FR,D05415,6415,4,16,1600
HU,D05416,6416,5,17,1700
NL,D05417,6417,6,18,1800
DE,D05418,6418,7,19,1900
FR,D05419,6419,8,20,2000
HU,D05420,6420,9,21,2100
NL,D05421,6421,10,22,2200
DE,D05422,6422,11,23,2300
FR,D05423,6423,12,24,2400
HU,D05424,6424,1,25,2500
NL,D05425,6425,2,26,2600
DE,D05426,6426,3,27,2700
FR,D05427,6427,4,28,2800
HU,D05428,6428,5,29,2900
NL,D05429,6429,6,30,3000
DE,D05430,6430,7,31,3100
FR,D05431,6431,8,32,3200
HU,D05432,6432,9,33,3300
NL,D05433,6433,10,34,3400
DE,D05434,6434,11,35,3500
FR,D05435,6435,12,36,3600
HU,D05436,6436,1,37,3700
NL,D05437,6437,2,38,3800
DE,D05438,6438,3,39,3900
FR,D05439,6439,4,40,4000
HU,D05440,6440,5,41,4100
NL,D05441,6441,6,42,4200
DE,D05442,6442,7,43,4300
FR,D05443,6443,8,44,4400
HU,D05444,6444,9,45,4500
NL,D05445,6445,10,46,4600
DE,D05446,6446,11,47,4700
FR,D05447,6447,12,48,4800
HU,D05448,6448,1,49,4900
NL,D05449,6449,2,50,5000
DE,D05450,6450,3,1,100
FR,D05451,6451,4,2,200
HU,D05452,6452,5,3,300
NL,D05453,6453,6,4,400
DE,D05454,6454,7,5,500
FR,D05455,6455,8,6,600
HU,D05456,6456,9,7,700
NL,D05457,6457,10,8,800
DE,D05458,6458,11,9,900
FR,D05459,6459,12,10,1000
HU,D05460,6460,1,11,1100
NL,D05461,6461,2,12,1200
DE,D05462,6462,3,13,1300
FR,D05463,6463,4,14,1400
HU,D05464,6464,5,15,1500
NL,D05465,6465,6,16,1600
DE,D05466,6466,7,17,1700
FR,D05467,6467,8,18,1800
HU,D05468,6468,9,19,1900
NL,D05469,6469,10,20,2000
DE,D05470,6470,11,21,2100
FR,D05471,6471,12,22,2200
HU,D05472,6472,1,23,2300
NL,D05473,6473,2,24,2400
DE,D05474,6474,3,25,2500
FR,D05475,6475,4,26,2600
HU,D05476,6476,5,27,2700
NL,D05477,6477,6,28,2800
DE,D05478,6478,7,29,2900
FR,D05479,6479,8,30,3000
HU,D05480,6480,9,31,3100
NL,D05481,6481,10,32,3200
DE,D05482,6482,11,33,3300
FR,D05483,6483,12,34,3400
HU,D05484,6484,1,35,3500
NL,D05485,6485,2,36,3600
DE,D05486,6486,3,37,3700
FR,D05487,6487,4,38,3800
HU,D05488,6488,5,39,3900
NL,D05489,6489,6,40,4000
DE,D05490,6490,7,41,4100
FR,D05491,6491,8,42,4200
HU,D05492,6492,9,43,4300
NL,D05493,6493,10,44,4400
DE,D05494,6494,11,45,4500
FR,D05495,6495,12,46,4600
HU,D05496,6496,1,47,4700
NL,D05497,6497,2,48,4800
DE,D05498,6498,3,49,4900
FR,D05499,6499,4,50,5000
HU,D05500,6500,5,1,100
NL,D05501,6501,6,2,200
DE,D05502,6502,7,3,300
FR,D05503,6503,8,4,400
HU,D05504,6504,9,5,500
NL,D05505,6505,10,6,600
DE,D05506,6506,11,7,700
FR,D05507,6507,12,8,800
HU,D05508,6508,1,9,900
NL,D05509,6509,2,10,1000
DE,D05510,6510,3,11,1100
FR,D05511,6511,4,12,1200
HU,D05512,6512,5,13,1300
NL,D05513,6513,6,14,1400
DE,D05514,6514,7,15,1500
FR,D05515,6515,8,16,1600
HU,D05516,6516,9,17,1700
NL,D05517,6517,10,18,1800
DE,D05518,6518,11,19,1900
FR,D05519,6519,12,20,2000
HU,D05520,6520,1,21,2100
NL,D05521,6521,2,22,2200
DE,D05522,6522,3,23,2300
FR,D05523,6523,4,24,2400
HU,D05524,6524,5,25,2500
NL,D05525,6525,6,26,2600
DE,D05526,6526,7,27,2700
FR,D05527,6527,8,28,2800
HU,D05528,6528,9,29,2900
NL,D05529,6529,10,30,3000
DE,D05530,6530,11,31,3100
FR,D05531,6531,12,32,3200
HU,D05532,6532,1,33,3300
NL,D05533,6533,2,34,3400
DE,D05534,6534,3,35,3500
FR,D05535,6535,4,36,3600
HU,D05536,6536,5,37,3700
NL,D05537,6537,6,38,3800
DE,D05538,6538,7,39,3900
FR,D05539,6539,8,40,4000
HU,D05540,6540,9,41,4100
NL,D05541,6541,10,42,4200
DE,D05542,6542,11,43,4300
FR,D05543,6543,12,44,4400
HU,D05544,6544,1,45,4500
NL,D05545,6545,2,46,4600
DE,D05546,6546,3,47,4700
FR,D05547,6547,4,48,4800
HU,D05548,6548,5,49,4900
NL,D05549,6549,6,50,5000
DE,D05550,6550,7,1,100
FR,D05551,6551,8,2,200
HU,D05552,6552,9,3,300
NL,D05553,6553,10,4,400
DE,D05554,6554,11,5,500
FR,D05555,6555,12,6,600
HU,D05556,6556,1,7,700
NL,D05557,6557,2,8,800
DE,D05558,6558,3,9,900
FR,D05559,6559,4,10,1000
HU,D05560,6560,5,11,1100
NL,D05561,6561,6,12,1200
DE,D05562,6562,7,13,1300
FR,D05563,6563,8,14,1400
HU,D05564,6564,9,15,1500
NL,D05565,6565,10,16,1600
DE,D05566,6566,11,17,1700
FR,D05567,6567,12,18,1800
HU,D05568,6568,1,19,1900
NL,D05569,6569,2,20,2000
DE,D05570,6570,3,21,2100
FR,D05571,6571,4,22,2200
HU,D05572,6572,5,23,2300
NL,D05573,6573,6,24,2400
DE,D05574,6574,7,25,2500
FR,D05575,6575,8,26,2600
HU,D05576,6576,9,27,2700
NL,D05577,6577,10,28,2800
DE,D05578,6578,11,29,2900
FR,D05579,6579,12,30,3000
HU,D05580,6580,1,31,3100
NL,D05581,6581,2,32,3200
DE,D05582,6582,3,33,3300
FR,D05583,6583,4,34,3400
HU,D05584,6584,5,35,3500
NL,D05585,6585,6,36,3600
DE,D05586,6586,7,37,3700
FR,D05587,6587,8,38,3800
HU,D05588,6588,9,39,3900
NL,D05589,6589,10,40,4000
DE,D05590,6590,11,41,4100
FR,D05591,6591,12,42,4200
HU,D05592,6592,1,43,4300
NL,D05593,6593,2,44,4400
DE,D05594,6594,3,45,4500
FR,D05595,6595,4,46,4600
HU,D05596,6596,5,47,4700
NL,D05597,6597,6,48,4800
DE,D05598,6598,7,49,4900
FR,D05599,6599,8,50,5000
HU,D05600,6600,9,1,100
NL,D05601,6601,10,2,200
DE,D05602,6602,11,3,300
FR,D05603,6603,12,4,400
HU,D05604,6604,1,5,500
NL,D05605,6605,2,6,600
DE,D05606,6606,3,7,700
FR,D05607,6607,4,8,800
HU,D05608,6608,5,9,900
NL,D05609,6609,6,10,1000
DE,D05610,6610,7,11,1100
FR,D05611,6611,8,12,1200
HU,D05612,6612,9,13,1300
NL,D05613,6613,10,14,1400
DE,D05614,6614,11,15,1500
FR,D05615,6615,12,16,1600
HU,D05616,6616,1,17,1700
NL,D05617,6617,2,18,1800
DE,D05618,6618,3,19,1900
FR,D05619,6619,4,20,2000
HU,D05620,6620,5,21,2100
NL,D05621,6621,6,22,2200
DE,D05622,6622,7,23,2300
FR,D05623,6623,8,24,2400
HU,D05624,6624,9,25,2500
NL,D05625,6625,10,26,2600
DE,D05626,6626,11,27,2700
FR,D05627,6627,12,28,2800
HU,D05628,6628,1,29,2900
NL,D05629,6629,2,30,3000
DE,D05630,6630,3,31,3100
FR,D05631,6631,4,32,3200
HU,D05632,6632,5,33,3300
NL,D05633,6633,6,34,3400
DE,D05634,6634,7,35,3500
FR,D05635,6635,8,36,3600
HU,D05636,6636,9,37,3700
NL,D05637,6637,10,38,3800
DE,D05638,6638,11,39,3900
FR,D05639,6639,12,40,4000
HU,D05640,6640,1,41,4100
NL,D05641,6641,2,42,4200
DE,D05642,6642,3,43,4300
FR,D05643,6643,4,44,4400
HU,D05644,6644,5,45,4500
NL,D05645,6645,6,46,4600
DE,D05646,6646,7,47,4700
FR,D05647,6647,8,48,4800
HU,D05648,6648,9,49,4900
NL,D05649,6649,10,50,5000
DE,D05650,6650,11,1,100
FR,D05651,6651,12,2,200
HU,D05652,6652,1,3,300
NL,D05653,6653,2,4,400
DE,D05654,6654,3,5,500
FR,D05655,6655,4,6,600
HU,D05656,6656,5,7,700
NL,D05657,6657,6,8,800
DE,D05658,6658,7,9,900
FR,D05659,6659,8,10,1000
HU,D05660,6660,9,11,1100
NL,D05661,6661,10,12,1200
DE,D05662,6662,11,13,1300
FR,D05663,6663,12,14,1400
HU,D05664,6664,1,15,1500
NL,D05665,6665,2,16,1600
DE,D05666,6666,3,17,1700
FR,D05667,6667,4,18,1800
HU,D05668,6668,5,19,1900
NL,D05669,6669,6,20,2000
DE,D05670,6670,7,21,2100
FR,D05671,6671,8,22,2200
HU,D05672,6672,9,23,2300
NL,D05673,6673,10,24,2400
DE,D05674,6674,11,25,2500
FR,D05675,6675,12,26,2600
HU,D05676,6676,1,27,2700
NL,D05677,6677,2,28,2800
DE,D05678,6678,3,29,2900
FR,D05679,6679,4,30,3000
HU,D05680,6680,5,31,3100
NL,D05681,6681,6,32,3200
DE,D05682,6682,7,33,3300
FR,D05683,6683,8,34,3400
HU,D05684,6684,9,35,3500
NL,D05685,6685,10,36,3600
DE,D05686,6686,11,37,3700
FR,D05687,6687,12,38,3800
HU,D05688,6688,1,39,3900
NL,D05689,6689,2,40,4000
DE,D05690,6690,3,41,4100
FR,D05691,6691,4,42,4200
HU,D05692,6692,5,43,4300
NL,D05693,6693,6,44,4400
DE,D05694,6694,7,45,4500
FR,D05695,6695,8,46,4600
HU,D05696,6696,9,47,4700
NL,D05697,6697,10,48,4800
DE,D05698,6698,11,49,4900
FR,D05699,6699,12,50,5000
HU,D05700,6700,1,1,100
NL,D05701,6701,2,2,200
DE,D05702,6702,3,3,300
FR,D05703,6703,4,4,400
HU,D05704,6704,5,5,500
NL,D05705,6705,6,6,600
DE,D05706,6706,7,7,700
FR,D05707,6707,8,8,800
HU,D05708,6708,9,9,900
NL,D05709,6709,10,10,1000
DE,D05710,6710,11,11,1100
FR,D05711,6711,12,12,1200
HU,D05712,6712,1,13,1300
NL,D05713,6713,2,14,1400
DE,D05714,6714,3,15,1500
FR,D05715,6715,4,16,1600
HU,D05716,6716,5,17,1700
NL,D05717,6717,6,18,1800
DE,D05718,6718,7,19,1900
FR,D05719,6719,8,20,2000
HU,D05720,6720,9,21,2100
NL,D05721,6721,10,22,2200
DE,D05722,6722,11,23,2300
FR,D05723,6723,12,24,2400
HU,D05724,6724,1,25,2500
NL,D05725,6725,2,26,2600
DE,D05726,6726,3,27,2700
FR,D05727,6727,4,28,2800
HU,D05728,6728,5,29,2900
NL,D05729,6729,6,30,3000
DE,D05730,6730,7,31,3100
FR,D05731,6731,8,32,3200
HU,D05732,6732,9,33,3300
NL,D05733,6733,10,34,3400
DE,D05734,6734,11,35,3500
FR,D05735,6735,12,36,3600
HU,D05736,6736,1,37,3700
NL,D05737,6737,2,38,3800
DE,D05738,6738,3,39,3900
FR,D05739,6739,4,40,4000
HU,D05740,6740,5,41,4100
NL,D05741,6741,6,42,4200
DE,D05742,6742,7,43,4300
FR,D05743,6743,8,44,4400
HU,D05744,6744,9,45,4500
NL,D05745,6745,10,46,4600
DE,D05746,6746,11,47,4700
FR,D05747,6747,12,48,4800
HU,D05748,6748,1,49,4900
NL,D05749,6749,2,50,5000
DE,D05750,6750,3,1,100
FR,D05751,6751,4,2,200
HU,D05752,6752,5,3,300
NL,D05753,6753,6,4,400
DE,D05754,6754,7,5,500
FR,D05755,6755,8,6,600
HU,D05756,6756,9,7,700
NL,D05757,6757,10,8,800
DE,D05758,6758,11,9,900
FR,D05759,6759,12,10,1000
HU,D05760,6760,1,11,1100
NL,D05761,6761,2,12,1200
DE,D05762,6762,3,13,1300
FR,D05763,6763,4,14,1400
HU,D05764,6764,5,15,1500
NL,D05765,6765,6,16,1600
DE,D05766,6766,7,17,1700
FR,D05767,6767,8,18,1800
HU,D05768,6768,9,19,1900
NL,D05769,6769,10,20,2000
DE,D05770,6770,11,21,2100
FR,D05771,6771,12,22,2200
HU,D05772,6772,1,23,2300
NL,D05773,6773,2,24,2400
DE,D05774,6774,3,25,2500
FR,D05775,6775,4,26,2600
HU,D05776,6776,5,27,2700
NL,D05777,6777,6,28,2800
DE,D05778,6778,7,29,2900
FR,D05779,6779,8,30,3000
HU,D05780,6780,9,31,3100
NL,D05781,6781,10,32,3200
DE,D05782,6782,11,33,3300
FR,D05783,6783,12,34,3400
HU,D05784,6784,1,35,3500
NL,D05785,6785,2,36,3600
DE,D05786,6786,3,37,3700
FR,D05787,6787,4,38,3800
HU,D05788,6788,5,39,3900
NL,D05789,6789,6,40,4000
DE,D05790,6790,7,41,4100
FR,D05791,6791,8,42,4200
HU,D05792,6792,9,43,4300
NL,D05793,6793,10,44,4400
DE,D05794,6794,11,45,4500
FR,D05795,6795,12,46,4600
HU,D05796,6796,1,47,4700
NL,D05797,6797,2,48,4800
DE,D05798,6798,3,49,4900
FR,D05799,6799,4,50,5000
HU,D05800,6800,5,1,100
NL,D05801,6801,6,2,200
DE,D05802,6802,7,3,300
FR,D05803,6803,8,4,400
HU,D05804,6804,9,5,500
NL,D05805,6805,10,6,600
DE,D05806,6806,11,7,700
FR,D05807,6807,12,8,800
HU,D05808,6808,1,9,900
NL,D05809,6809,2,10,1000
DE,D05810,6810,3,11,1100
FR,D05811,6811,4,12,1200
HU,D05812,6812,5,13,1300
NL,D05813,6813,6,14,1400
DE,D05814,6814,7,15,1500
FR,D05815,6815,8,16,1600
HU,D05816,6816,9,17,1700
NL,D05817,6817,10,18,1800
DE,D05818,6818,11,19,1900
FR,D05819,6819,12,20,2000
HU,D05820,6820,1,21,2100
NL,D05821,6821,2,22,2200
DE,D05822,6822,3,23,2300
FR,D05823,6823,4,24,2400
HU,D05824,6824,5,25,2500
NL,D05825,6825,6,26,2600
DE,D05826,6826,7,27,2700
FR,D05827,6827,8,28,2800
HU,D05828,6828,9,29,2900
NL,D05829,6829,10,30,3000
DE,D05830,6830,11,31,3100
FR,D05831,6831,12,32,3200
HU,D05832,6832,1,33,3300
NL,D05833,6833,2,34,3400
DE,D05834,6834,3,35,3500
FR,D05835,6835,4,36,3600
HU,D05836,6836,5,37,3700
NL,D05837,6837,6,38,3800
DE,D05838,6838,7,39,3900
FR,D05839,6839,8,40,4000
HU,D05840,6840,9,41,4100
NL,D05841,6841,10,42,4200
DE,D05842,6842,11,43,4300
FR,D05843,6843,12,44,4400
HU,D05844,6844,1,45,4500
NL,D05845,6845,2,46,4600
DE,D05846,6846,3,47,4700
FR,D05847,6847,4,48,4800
HU,D05848,6848,5,49,4900
NL,D05849,6849,6,50,5000
DE,D05850,6850,7,1,100
FR,D05851,6851,8,2,200
HU,D05852,6852,9,3,300
NL,D05853,6853,10,4,400
DE,D05854,6854,11,5,500
FR,D05855,6855,12,6,600
HU,D05856,6856,1,7,700
NL,D05857,6857,2,8,800
DE,D05858,6858,3,9,900
FR,D05859,6859,4,10,1000
HU,D05860,6860,5,11,1100
NL,D05861,6861,6,12,1200
DE,D05862,6862,7,13,1300
FR,D05863,6863,8,14,1400
HU,D05864,6864,9,15,1500
NL,D05865,6865,10,16,1600
DE,D05866,6866,11,17,1700
FR,D05867,6867,12,18,1800
HU,D05868,6868,1,19,1900
NL,D05869,6869,2,20,2000
DE,D05870,6870,3,21,2100
FR,D05871,6871,4,22,2200
HU,D05872,6872,5,23,2300
NL,D05873,6873,6,24,2400
DE,D05874,6874,7,25,2500
FR,D05875,6875,8,26,2600
HU,D05876,6876,9,27,2700
NL,D05877,6877,10,28,2800
DE,D05878,6878,11,29,2900
FR,D05879,6879,12,30,3000
HU,D05880,6880,1,31,3100
NL,D05881,6881,2,32,3200
DE,D05882,6882,3,33,3300
FR,D05883,6883,4,34,3400
HU,D05884,6884,5,35,3500
NL,D05885,6885,6,36,3600
DE,D05886,6886,7,37,3700
FR,D05887,6887,8,38,3800
HU,D05888,6888,9,39,3900
NL,D05889,6889,10,40,4000
DE,D05890,6890,11,41,4100
FR,D05891,6891,12,42,4200
HU,D05892,6892,1,43,4300
NL,D05893,6893,2,44,4400
DE,D05894,6894,3,45,4500
FR,D05895,6895,4,46,4600
HU,D05896,6896,5,47,4700
NL,D05897,6897,6,48,4800
DE,D05898,6898,7,49,4900
FR,D05899,6899,8,50,5000
HU,D05900,6900,9,1,100
NL,D05901,6901,10,2,200
DE,D05902,6902,11,3,300
FR,D05903,6903,12,4,400
HU,D05904,6904,1,5,500
NL,D05905,6905,2,6,600
DE,D05906,6906,3,7,700
FR,D05907,6907,4,8,800
HU,D05908,6908,5,9,900
NL,D05909,6909,6,10,1000
DE,D05910,6910,7,11,1100
FR,D05911,6911,8,12,1200
HU,D05912,6912,9,13,1300
NL,D05913,6913,10,14,1400
DE,D05914,6914,11,15,1500
FR,D05915,6915,12,16,1600
HU,D05916,6916,1,17,1700
NL,D05917,6917,2,18,1800
DE,D05918,6918,3,19,1900
FR,D05919,6919,4,20,2000
HU,D05920,6920,5,21,2100
NL,D05921,6921,6,22,2200
DE,D05922,6922,7,23,2300
FR,D05923,6923,8,24,2400
HU,D05924,6924,9,25,2500
NL,D05925,6925,10,26,2600
DE,D05926,6926,11,27,2700
FR,D05927,6927,12,28,2800
HU,D05928,6928,1,29,2900
NL,D05929,6929,2,30,3000
DE,D05930,6930,3,31,3100
FR,D05931,6931,4,32,3200
HU,D05932,6932,5,33,3300
NL,D05933,6933,6,34,3400
DE,D05934,6934,7,35,3500
FR,D05935,6935,8,36,3600
HU,D05936,6936,9,37,3700
NL,D05937,6937,10,38,3800
DE,D05938,6938,11,39,3900
FR,D05939,6939,12,40,4000
HU,D05940,6940,1,41,4100
NL,D05941,6941,2,42,4200
DE,D05942,6942,3,43,4300
FR,D05943,6943,4,44,4400
HU,D05944,6944,5,45,4500
NL,D05945,6945,6,46,4600
DE,D05946,6946,7,47,4700
FR,D05947,6947,8,48,4800
HU,D05948,6948,9,49,4900
NL,D05949,6949,10,50,5000
DE,D05950,6950,11,1,100
FR,D05951,6951,12,2,200
HU,D05952,6952,1,3,300
NL,D05953,6953,2,4,400
DE,D05954,6954,3,5,500
FR,D05955,6955,4,6,600
HU,D05956,6956,5,7,700
NL,D05957,6957,6,8,800
DE,D05958,6958,7,9,900
FR,D05959,6959,8,10,1000
HU,D05960,6960,9,11,1100
NL,D05961,6961,10,12,1200
DE,D05962,6962,11,13,1300
FR,D05963,6963,12,14,1400
HU,D05964,6964,1,15,1500
NL,D05965,6965,2,16,1600
DE,D05966,6966,3,17,1700
FR,D05967,6967,4,18,1800
HU,D05968,6968,5,19,1900
NL,D05969,6969,6,20,2000
DE,D05970,6970,7,21,2100
FR,D05971,6971,8,22,2200
HU,D05972,6972,9,23,2300
NL,D05973,6973,10,24,2400
DE,D05974,6974,11,25,2500
FR,D05975,6975,12,26,2600
HU,D05976,6976,1,27,2700
NL,D05977,6977,2,28,2800
DE,D05978,6978,3,29,2900
FR,D05979,6979,4,30,3000
HU,D05980,6980,5,31,3100
NL,D05981,6981,6,32,3200
DE,D05982,6982,7,33,3300
FR,D05983,6983,8,34,3400
HU,D05984,6984,9,35,3500
NL,D05985,6985,10,36,3600
DE,D05986,6986,11,37,3700
FR,D05987,6987,12,38,3800
HU,D05988,6988,1,39,3900
NL,D05989,6989,2,40,4000
DE,D05990,6990,3,41,4100
FR,D05991,6991,4,42,4200
HU,D05992,6992,5,43,4300
NL,D05993,6993,6,44,4400
DE,D05994,6994,7,45,4500
FR,D05995,6995,8,46,4600
HU,D05996,6996,9,47,4700
NL,D05997,6997,10,48,4800
DE,D05998,6998,11,49,4900
FR,D05999,6999,12,50,5000
HU,D06000,7000,1,1,100
NL,D06001,7001,2,2,200
DE,D06002,7002,3,3,300
FR,D06003,7003,4,4,400
HU,D06004,7004,5,5,500
NL,D06005,7005,6,6,600
DE,D06006,7006,7,7,700
FR,D06007,7007,8,8,800
HU,D06008,7008,9,9,900
NL,D06009,7009,10,10,1000
DE,D06010,7010,11,11,1100
FR,D06011,7011,12,12,1200
HU,D06012,7012,1,13,1300
NL,D06013,7013,2,14,1400
DE,D06014,7014,3,15,1500
FR,D06015,7015,4,16,1600
HU,D06016,7016,5,17,1700
NL,D06017,7017,6,18,1800
DE,D06018,7018,7,19,1900
FR,D06019,7019,8,20,2000
HU,D06020,7020,9,21,2100
NL,D06021,7021,10,22,2200
DE,D06022,7022,11,23,2300
FR,D06023,7023,12,24,2400
HU,D06024,7024,1,25,2500
NL,D06025,7025,2,26,2600
DE,D06026,7026,3,27,2700
FR,D06027,7027,4,28,2800
HU,D06028,7028,5,29,2900
NL,D06029,7029,6,30,3000
DE,D06030,7030,7,31,3100
FR,D06031,7031,8,32,3200
HU,D06032,7032,9,33,3300
NL,D06033,7033,10,34,3400
DE,D06034,7034,11,35,3500
FR,D06035,7035,12,36,3600
HU,D06036,7036,1,37,3700
NL,D06037,7037,2,38,3800
DE,D06038,7038,3,39,3900
FR,D06039,7039,4,40,4000
HU,D06040,7040,5,41,4100
NL,D06041,7041,6,42,4200
DE,D06042,7042,7,43,4300
FR,D06043,7043,8,44,4400
HU,D06044,7044,9,45,4500
NL,D06045,7045,10,46,4600
DE,D06046,7046,11,47,4700
FR,D06047,7047,12,48,4800
HU,D06048,7048,1,49,4900
NL,D06049,7049,2,50,5000
DE,D06050,7050,3,1,100
FR,D06051,7051,4,2,200
HU,D06052,7052,5,3,300
NL,D06053,7053,6,4,400
DE,D06054,7054,7,5,500
FR,D06055,7055,8,6,600
HU,D06056,7056,9,7,700
NL,D06057,7057,10,8,800
DE,D06058,7058,11,9,900
FR,D06059,7059,12,10,1000
HU,D06060,7060,1,11,1100
NL,D06061,7061,2,12,1200
DE,D06062,7062,3,13,1300
FR,D06063,7063,4,14,1400
HU,D06064,7064,5,15,1500
NL,D06065,7065,6,16,1600
DE,D06066,7066,7,17,1700
FR,D06067,7067,8,18,1800
HU,D06068,7068,9,19,1900
NL,D06069,7069,10,20,2000
DE,D06070,7070,11,21,2100
FR,D06071,7071,12,22,2200
HU,D06072,7072,1,23,2300
NL,D06073,7073,2,24,2400
DE,D06074,7074,3,25,2500
FR,D06075,7075,4,26,2600
HU,D06076,7076,5,27,2700
NL,D06077,7077,6,28,2800
DE,D06078,7078,7,29,2900
FR,D06079,7079,8,30,3000
HU,D06080,7080,9,31,3100
NL,D06081,7081,10,32,3200
DE,D06082,7082,11,33,3300
FR,D06083,7083,12,34,3400
HU,D06084,7084,1,35,3500
NL,D06085,7085,2,36,3600
DE,D06086,7086,3,37,3700
FR,D06087,7087,4,38,3800
HU,D06088,7088,5,39,3900
NL,D06089,7089,6,40,4000
DE,D06090,7090,7,41,4100
FR,D06091,7091,8,42,4200
HU,D06092,7092,9,43,4300
NL,D06093,7093,10,44,4400
DE,D06094,7094,11,45,4500
FR,D06095,7095,12,46,4600
HU,D06096,7096,1,47,4700
NL,D06097,7097,2,48,4800
DE,D06098,7098,3,49,4900
FR,D06099,7099,4,50,5000
HU,D06100,7100,5,1,100
